# (X, Y) are on NAD83, UTM Zone 15N
X,Y,Z,mag
333900,6631000,201.776079085107,4898
333950,6631000,201.968099044395,4899
334000,6631000,202.140434547333,4901
334050,6631000,202.290384643581,4901
334100,6631000,202.415439948183,4899
334150,6631000,202.513308617331,4894
334200,6631000,202.581939727331,4881
334250,6631000,202.619544265256,4873
334300,6631000,202.624613414357,4877
334350,6631000,202.595933068693,4913
334400,6631000,202.532594639483,4986
334450,6631000,202.4340026353,4965
334500,6631000,202.299878580218,4911
334550,6631000,202.130261281868,4885
334600,6631000,201.925503665595,4877
334650,6631000,201.686266236623,4876
334700,6631000,201.413506892669,4876
334750,6631000,201.108466935272,4876
334800,6631000,200.77265382936,4875
334850,6631000,200.407821447967,4873
334900,6631000,200.015947509815,4872
334950,6631000,199.599208590989,4871
335000,6631000,199.159952847545,4868
335050,6631000,198.700671719736,4864
335100,6631000,198.223971037846,4860
335150,6631000,197.73254155674,4857
335200,6631000,197.229129383211,4854
335250,6631000,196.716506366437,4853
335300,6631000,196.197440799598,4852
335350,6631000,195.67466942554,4849
335400,6631000,195.150870994853,4846
335450,6631000,194.628641604736,4843
335500,6631000,194.110471974831,4840
335550,6631000,193.598726929529,4836
335600,6631000,193.09562712728,4835
335650,6631000,192.603233209183,4830
335700,6631000,192.123432502094,4829
335750,6631000,191.657928969528,4828
335800,6631000,191.208236106443,4827
335850,6631000,190.775673121273,4828
335900,6631000,190.361363644803,4827
335950,6631000,189.966236543112,4828
336000,6631000,189.591029142265,4830
336050,6631000,189.236293316356,4831
336100,6631000,188.902403145384,4832
336150,6631000,188.58956395465,4832
336200,6631000,188.297823537579,4832
336250,6631000,188.027085211131,4832
336300,6631000,187.77712146035,4834
336350,6631000,187.547587147387,4840
336400,6631000,187.338033368609,4846
336450,6631000,187.147921093223,4851
336500,6631000,186.976634551606,4854
336550,6631000,186.823494502551,4854
336600,6631000,186.687770677104,4852
336650,6631000,186.568692650624,4851
336700,6631000,186.465459622478,4849
336750,6631000,186.377248827128,4847
336800,6631000,186.303222466261,4843
336850,6631000,186.242533891865,4840
336900,6631000,186.194332365182,4836
336950,6631000,186.157766781624,4830
337000,6631000,186.131988259444,4825
337050,6631000,186.116151212915,4821
337100,6631000,186.109413148745,4819
337150,6631000,186.110934117266,4813
337200,6631000,186.119875070717,4808
337250,6631000,186.135395390853,4811
337300,6631000,186.156649839788,4815
337350,6631000,186.182785444054,4816
337400,6631000,186.212938831051,4812
337450,6631000,186.246233413525,4804
337500,6631000,186.281776576707,4794
337550,6631000,186.318657700119,4786
337600,6631000,186.355947034661,4779
337650,6631000,186.392695686348,4775
337700,6631000,186.427936655927,4771
337750,6631000,186.46068700725,4768
337800,6631000,186.489951010182,4766
337850,6631000,186.514724378348,4762
337900,6631000,186.533999197057,4759
337950,6631000,186.546769802455,4756
338000,6631000,186.55203965532,4753
338050,6631000,186.548829042027,4749
338100,6631000,186.536183339872,4744
338150,6631000,186.513182351683,4738
338200,6631000,186.478950210263,4731
338250,6631000,186.432665471374,4724
338300,6631000,186.37357127441,4718
338350,6631000,186.300985154218,4712
338400,6631000,186.214308738915,4708
338450,6631000,186.113036740484,4708
338500,6631000,185.996765738109,4716
338550,6631000,185.865202378039,4728
338600,6631000,185.718171116904,4738
338650,6631000,185.555621182969,4744
338700,6631000,185.377631668419,4736
338750,6631000,185.184414333642,4715
338800,6631000,184.976314103528,4698
338850,6631000,184.753808415284,4688
338900,6631000,184.517505622871,4680
338950,6631000,184.268141125015,4674
339000,6631000,184.006571640503,4667
330000,6631200,206.920823478822,4942
330050,6631200,206.974831912288,4939
330100,6631200,207.029893579308,4935
330150,6631200,207.084750479431,4933
330200,6631200,207.138116796656,4932
330250,6631200,207.188694882443,4930
330300,6631200,207.235191153241,4926
330350,6631200,207.276331711404,4919
330400,6631200,207.310877979187,4912
330450,6631200,207.337641462958,4903
330500,6631200,207.355497905095,4894
330550,6631200,207.363401068734,4887
330600,6631200,207.360395159224,4879
330650,6631200,207.345625443245,4873
330700,6631200,207.318347338732,4868
330750,6631200,207.277934842375,4862
330800,6631200,207.22388710381,4859
330850,6631200,207.155832546444,4855
330900,6631200,207.07353098985,4851
330950,6631200,206.976873962769,4850
331000,6631200,206.865883388519,4861
331050,6631200,206.740708348537,4865
331100,6631200,206.60162011359,4881
331150,6631200,206.449005856819,4899
331200,6631200,206.283361722808,4899
331250,6631200,206.105284414703,4896
331300,6631200,205.915461218425,4893
331350,6631200,205.714659046116,4887
331400,6631200,205.503712482273,4881
331450,6631200,205.283511552659,4874
331500,6631200,205.054990145712,4859
331550,6631200,204.819114450297,4845
331600,6631200,204.576871605459,4833
331650,6631200,204.329259163803,4833
331700,6631200,204.077275919827,4858
331750,6631200,203.821912868747,4902
331800,6631200,203.564144682731,4936
331850,6631200,203.304922989475,4943
331900,6631200,203.045171325506,4919
331950,6631200,202.785781030526,4880
332000,6631200,202.527608016188,4849
332050,6631200,202.271470785601,4835
332100,6631200,202.018149895079,4830
332150,6631200,201.768389055974,4831
332200,6631200,201.522896807876,4833
332250,6631200,201.282349150789,4839
332300,6631200,201.047392943113,4847
332350,6631200,200.818649750651,4855
332400,6631200,200.59671992236,4859
332450,6631200,200.382186750452,4865
332500,6631200,200.175620474739,4873
332550,6631200,199.977581756729,4880
332600,6631200,199.788624673185,4888
332650,6631200,199.609298893616,4897
332700,6631200,199.440151169292,4906
332750,6631200,199.281725861599,4914
332800,6631200,199.134563599641,4922
332850,6631200,198.999197653935,4929
332900,6631200,198.876148946934,4935
332950,6631200,198.765920051413,4944
333000,6631200,198.668987523798,4948
333050,6631200,198.58579240522,4950
333100,6631200,198.516729198093,4951
333150,6631200,198.462133831979,4950
333200,6631200,198.422270726222,4947
333250,6631200,198.397319112082,4943
333300,6631200,198.387359141861,4939
333350,6631200,198.392357897525,4933
333400,6631200,198.412155751063,4926
333450,6631200,198.446453606294,4920
333500,6631200,198.494801253924,4914
333550,6631200,198.556587130211,4910
333600,6631200,198.63102996844,4905
333650,6631200,198.717172246783,4901
333700,6631200,198.813874885715,4898
333750,6631200,198.91981674669,4895
333800,6631200,199.033498023449,4891
333850,6631200,199.153246157449,4888
333900,6631200,199.277224545832,4884
333950,6631200,199.40344467322,4883
334000,6631200,199.529781567014,4882
334050,6631200,199.653992156712,4879
334100,6631200,199.773736071831,4876
334150,6631200,199.88659986974,4879
334200,6631200,199.990124208223,4902
334250,6631200,200.081833171038,4971
334300,6631200,200.159265518912,5047
334350,6631200,200.220007078844,5057
334400,6631200,200.261723714206,5072
334450,6631200,200.282194678279,5007
334500,6631200,200.279345219533,4934
334550,6631200,200.251278020006,4895
334600,6631200,200.196303696745,4879
334650,6631200,200.112969452616,4875
334700,6631200,200.000084719618,4875
334750,6631200,199.856743314769,4874
334800,6631200,199.682342517272,4870
334850,6631200,199.4765982307,4867
334900,6631200,199.239555743517,4864
334950,6631200,198.971595680108,4862
335000,6631200,198.67343532801,4860
335050,6631200,198.346124998391,4857
335100,6631200,197.991039122855,4852
335150,6631200,197.609862090583,4850
335200,6631200,197.204569153372,4849
335250,6631200,196.777403580026,4848
335300,6631200,196.330850020746,4846
335350,6631200,195.867603791226,4844
335400,6631200,195.390536771994,4841
335450,6631200,194.902660720318,4838
335500,6631200,194.407088216146,4835
335550,6631200,193.906991589873,4833
335600,6631200,193.405560635533,4831
335650,6631200,192.905960274638,4830
335700,6631200,192.411289044218,4829
335750,6631200,191.924538570121,4828
335800,6631200,191.448554631576,4827
335850,6631200,190.986000826663,4828
335900,6631200,190.539325043459,4829
335950,6631200,190.110729434024,4832
336000,6631200,189.702144351975,4833
336050,6631200,189.315207151151,4833
336100,6631200,188.951246371083,4834
336150,6631200,188.611270236048,4836
336200,6631200,188.295959847192,4839
336250,6631200,188.005667433379,4843
336300,6631200,187.740419488309,4848
336350,6631200,187.499924740209,4855
336400,6631200,187.283587483941,4861
336450,6631200,187.090526441883,4864
336500,6631200,186.919597881291,4866
336550,6631200,186.769422279148,4866
336600,6631200,186.638413680709,4865
336650,6631200,186.524810594642,4864
336700,6631200,186.426709318192,4862
336750,6631200,186.3420998348,4859
336800,6631200,186.268902182292,4855
336850,6631200,186.205002472491,4851
336900,6631200,186.148288344772,4847
336950,6631200,186.096683489036,4841
337000,6631200,186.048180676973,4834
337050,6631200,186.000872250516,4828
337100,6631200,185.952977459916,4823
337150,6631200,185.9028665696,4821
337200,6631200,185.849081570957,4820
337250,6631200,185.79035294336,4819
337300,6631200,185.725612571745,4817
337350,6631200,185.654003081529,4812
337400,6631200,185.574882739211,4804
337450,6631200,185.487825829816,4795
337500,6631200,185.392619250004,4789
337550,6631200,185.289255685548,4782
337600,6631200,185.177923510112,4776
337650,6631200,185.058993075584,4773
337700,6631200,184.932999791699,4769
337750,6631200,184.800625536041,4766
337800,6631200,184.662678945164,4763
337850,6631200,184.520073218707,4758
337900,6631200,184.373802528641,4753
337950,6631200,184.224917788035,4750
338000,6631200,184.074502072815,4747
338050,6631200,183.923647540305,4743
338100,6631200,183.773433001437,4739
338150,6631200,183.624902090181,4733
338200,6631200,183.479043138725,4725
338250,6631200,183.336771370676,4719
338300,6631200,183.198913087367,4714
338350,6631200,183.066192517175,4716
338400,6631200,182.939221930089,4724
338450,6631200,182.818494791006,4752
338500,6631200,182.704381859717,4781
338550,6631200,182.597130375409,4791
338600,6631200,182.496866145295,4771
338650,6631200,182.403598528102,4735
338700,6631200,182.31722783134,4706
338750,6631200,182.23755402865,4684
338800,6631200,182.164286684884,4667
338850,6631200,182.097056313579,4657
338900,6631200,182.035426258646,4649
338950,6631200,181.978904895961,4641
339000,6631200,181.926958288765,4633
330000,6631400,209.476263772225,4916
330050,6631400,209.351034849718,4916
330100,6631400,209.228984982272,4916
330150,6631400,209.10994043433,4917
330200,6631400,208.993653380352,4917
330250,6631400,208.879806320838,4914
330300,6631400,208.768017069695,4908
330350,6631400,208.6578446582,4900
330400,6631400,208.548796290148,4888
330450,6631400,208.440334200432,4873
330500,6631400,208.331882619111,4858
330550,6631400,208.222835849838,4852
330600,6631400,208.112566901525,4855
330650,6631400,208.000436304965,4862
330700,6631400,207.885800937038,4867
330750,6631400,207.768022954666,4873
330800,6631400,207.646478097098,4879
330850,6631400,207.520562724568,4887
330900,6631400,207.389700189853,4896
330950,6631400,207.253346329198,4905
331000,6631400,207.110995207542,4912
331050,6631400,206.96218456117,4917
331100,6631400,206.806500199441,4916
331150,6631400,206.643579644832,4909
331200,6631400,206.473115224196,4896
331250,6631400,206.294856180588,4882
331300,6631400,206.108609899142,4875
331350,6631400,205.914242565022,4873
331400,6631400,205.711679725543,4870
331450,6631400,205.500906374282,4867
331500,6631400,205.281966754875,4863
331550,6631400,205.054963839122,4854
331600,6631400,204.820058587039,4844
331650,6631400,204.577468978381,4847
331700,6631400,204.327468874675,4874
331750,6631400,204.070386907999,4912
331800,6631400,203.806605428922,4935
331850,6631400,203.536559759167,4929
331900,6631400,203.260737926727,4910
331950,6631400,202.979679708417,4887
332000,6631400,202.693975281307,4868
332050,6631400,202.404263753507,4848
332100,6631400,202.111232200506,4832
332150,6631400,201.815614968209,4822
332200,6631400,201.518192789769,4815
332250,6631400,201.219791653506,4813
332300,6631400,200.921280960141,4819
332350,6631400,200.62357061409,4830
332400,6631400,200.327607321865,4842
332450,6631400,200.034370479978,4854
332500,6631400,199.744868200889,4866
332550,6631400,199.460132404202,4879
332600,6631400,199.181212613517,4892
332650,6631400,198.909168857914,4903
332700,6631400,198.645064261778,4913
332750,6631400,198.389957055668,4922
332800,6631400,198.144891936125,4932
332850,6631400,197.910890984884,4945
332900,6631400,197.688943884561,4963
332950,6631400,197.479997176449,4979
333000,6631400,197.284942604695,4987
333050,6631400,197.104605523199,4992
333100,6631400,196.939733262936,4993
333150,6631400,196.790982695534,4990
333200,6631400,196.658908157471,4985
333250,6631400,196.543950355444,4979
333300,6631400,196.446425633049,4973
333350,6631400,196.366515750911,4966
333400,6631400,196.304259479844,4963
333450,6631400,196.259545485738,4951
333500,6631400,196.232105894782,4931
333550,6631400,196.221511302454,4916
333600,6631400,196.227167059248,4905
333650,6631400,196.248311056999,4898
333700,6631400,196.284013499523,4892
333750,6631400,196.333178534893,4886
333800,6631400,196.394547933746,4878
333850,6631400,196.466707007146,4870
333900,6631400,196.548092598503,4862
333950,6631400,196.637003333477,4855
334000,6631400,196.731612263716,4851
334050,6631400,196.829981442555,4854
334100,6631400,196.930078167599,4880
334150,6631400,197.029793927676,4944
334200,6631400,197.126965262562,5033
334250,6631400,197.219395782971,5135
334300,6631400,197.304879337298,5166
334350,6631400,197.381224382958,5082
334400,6631400,197.446279033947,4997
334450,6631400,197.497956452989,4935
334500,6631400,197.534260287603,4900
334550,6631400,197.553309954694,4883
334600,6631400,197.55336578709,4876
334650,6631400,197.532853285602,4875
334700,6631400,197.490385533115,4879
334750,6631400,197.424784179152,4879
334800,6631400,197.335098213393,4874
334850,6631400,197.220620059908,4867
334900,6631400,197.080898799693,4861
334950,6631400,196.915750499537,4858
335000,6631400,196.725264595142,4855
335050,6631400,196.509806660426,4852
335100,6631400,196.270018230627,4848
335150,6631400,196.006813235886,4847
335200,6631400,195.721370087127,4846
335250,6631400,195.415120036824,4843
335300,6631400,195.089732012845,4841
335350,6631400,194.747094237193,4838
335400,6631400,194.389292628613,4836
335450,6631400,194.018586391052,4834
335500,6631400,193.637381145447,4833
335550,6631400,193.248199876911,4832
335600,6631400,192.853652076779,4830
335650,6631400,192.456401514716,4829
335700,6631400,192.059133228593,4828
335750,6631400,191.664520327749,4828
335800,6631400,191.275190683934,4828
335850,6631400,190.893694466552,4829
335900,6631400,190.52247297769,4832
335950,6631400,190.163828990057,4836
336000,6631400,189.819899176647,4838
336050,6631400,189.492629695436,4838
336100,6631400,189.183754161935,4841
336150,6631400,188.894773541822,4846
336200,6631400,188.62693916415,4850
336250,6631400,188.381239663568,4856
336300,6631400,188.15839172423,4860
336350,6631400,187.958834417698,4865
336400,6631400,187.782727802146,4868
336450,6631400,187.629954722486,4871
336500,6631400,187.500126261419,4873
336550,6631400,187.392590681076,4873
336600,6631400,187.306445507201,4873
336650,6631400,187.24055255998,4873
336700,6631400,187.193555713156,4872
336750,6631400,187.163901264585,4871
336800,6631400,187.149861697145,4867
336850,6631400,187.1495606679,4860
336900,6631400,187.160999098888,4851
336950,6631400,187.182082024715,4844
337000,6631400,187.210646559,4837
337050,6631400,187.244490486546,4831
337100,6631400,187.281400660392,4825
337150,6631400,187.31918183542,4821
337200,6631400,187.355685104509,4816
337250,6631400,187.388834828505,4810
337300,6631400,187.416653137648,4806
337350,6631400,187.4372826559,4802
337400,6631400,187.449007735934,4798
337450,6631400,187.450273205868,4792
337500,6631400,187.43970112634,4786
337550,6631400,187.416104378579,4782
337600,6631400,187.378497241482,4779
337650,6631400,187.326103037804,4775
337700,6631400,187.258359277945,4771
337750,6631400,187.174919880409,4766
337800,6631400,187.075654184807,4762
337850,6631400,186.960642550744,4756
337900,6631400,186.830169386765,4750
337950,6631400,186.684714182787,4745
338000,6631400,186.524940055091,4743
338050,6631400,186.351680104581,4740
338100,6631400,186.165922015403,4736
338150,6631400,185.968791372935,4733
338200,6631400,185.761533513222,4732
338250,6631400,185.545494318152,4737
338300,6631400,185.322100264203,4754
338350,6631400,185.092837822878,4782
338400,6631400,184.859232805886,4803
338450,6631400,184.62282938502,4811
338500,6631400,184.385169090318,4815
338550,6631400,184.147770670012,4795
338600,6631400,183.912110612894,4757
338650,6631400,183.679605424406,4720
338700,6631400,183.451595516596,4692
338750,6631400,183.229330644076,4673
338800,6631400,183.013956847833,4656
338850,6631400,182.806505297373,4630
338900,6631400,182.607883508667,4639
338950,6631400,182.418868473672,4650
339000,6631400,182.240101528351,4676
330000,6631600,211.019795816635,4901
330050,6631600,210.956946198022,4900
330100,6631600,210.889874504183,4898
330150,6631600,210.817472201387,4897
330200,6631600,210.738667766349,4895
330250,6631600,210.652441482027,4892
330300,6631600,210.557839373841,4889
330350,6631600,210.453985519852,4886
330400,6631600,210.340093161746,4883
330450,6631600,210.215474522404,4878
330500,6631600,210.079549439257,4872
330550,6631600,209.931852326759,4868
330600,6631600,209.772036964661,4867
330650,6631600,209.59987949339,4867
330700,6631600,209.415280091969,4868
330750,6631600,209.218262164894,4868
330800,6631600,209.00896940556,4873
330850,6631600,208.787661376314,4884
330900,6631600,208.554707403134,4897
330950,6631600,208.310579068419,4907
331000,6631600,208.055841333035,4913
331050,6631600,207.79114278008,4913
331100,6631600,207.517204656417,4911
331150,6631600,207.234809214905,4907
331200,6631600,206.944787724689,4899
331250,6631600,206.648007910212,4889
331300,6631600,206.345361249396,4880
331350,6631600,206.037750433481,4873
331400,6631600,205.726077001631,4868
331450,6631600,205.411229103025,4867
331500,6631600,205.094070737858,4868
331550,6631600,204.775432473099,4861
331600,6631600,204.456103293377,4844
331650,6631600,204.136823465144,4840
331700,6631600,203.818278484688,4870
331750,6631600,203.501094806911,4928
331800,6631600,203.185837240517,4971
331850,6631600,202.873007840584,4977
331900,6631600,202.563046267891,4966
331950,6631600,202.256331597545,4943
332000,6631600,201.953185521096,4910
332050,6631600,201.653876887081,4870
332100,6631600,201.358627325769,4837
332150,6631600,201.067617747156,4818
332200,6631600,200.780994884326,4809
332250,6631600,200.498878476468,4814
332300,6631600,200.221368610118,4830
332350,6631600,199.948552823564,4843
332400,6631600,199.680513399251,4849
332450,6631600,199.417333884227,4854
332500,6631600,199.159104563547,4867
332550,6631600,198.905928103915,4889
332600,6631600,198.657924958684,4919
332650,6631600,198.415237598463,4956
332700,6631600,198.178033517879,5002
332750,6631600,197.946506806174,5047
332800,6631600,197.720877770385,5075
332850,6631600,197.501390870609,5079
332900,6631600,197.288311959497,5075
332950,6631600,197.081924375548,5077
333000,6631600,196.882523641738,5080
333050,6631600,196.690410737033,5080
333100,6631600,196.50588373347,5070
333150,6631600,196.329228831711,5052
333200,6631600,196.160710900986,5029
333250,6631600,196.000563520694,5006
333300,6631600,195.848979427079,4986
333350,6631600,195.706100968338,4975
333400,6631600,195.57201083017,4974
333450,6631600,195.446723043377,4961
333500,6631600,195.33017516958,4933
333550,6631600,195.222222258925,4911
333600,6631600,195.122632265483,4895
333650,6631600,195.031082681955,4884
333700,6631600,194.94715844728,4874
333750,6631600,194.870351375108,4864
333800,6631600,194.80006145066,4857
333850,6631600,194.735599997357,4854
333900,6631600,194.676194642794,4857
333950,6631600,194.620995979704,4874
334000,6631600,194.569085210927,4918
334050,6631600,194.519483261561,4969
334100,6631600,194.471162161541,4986
334150,6631600,194.423058788614,5010
334200,6631600,194.374089640589,5035
334250,6631600,194.323166070971,5045
334300,6631600,194.269210320248,5003
334350,6631600,194.211172146657,4958
334400,6631600,194.148045973578,4918
334450,6631600,194.078888268031,4897
334500,6631600,194.002834400208,4886
334550,6631600,193.919114549005,4878
334600,6631600,193.827068022915,4873
334650,6631600,193.726155977849,4873
334700,6631600,193.61597261702,4874
334750,6631600,193.496254648712,4872
334800,6631600,193.366888340937,4867
334850,6631600,193.227913809183,4861
334900,6631600,193.079526646822,4857
334950,6631600,192.922076507626,4854
335000,6631600,192.756063030913,4852
335050,6631600,192.582129641664,4850
335100,6631600,192.401055134909,4849
335150,6631600,192.213742600367,4847
335200,6631600,192.021206181864,4844
335250,6631600,191.824555826231,4840
335300,6631600,191.62498005882,4837
335350,6631600,191.423726956618,4835
335400,6631600,191.222083989005,4834
335450,6631600,191.021356746578,4834
335500,6631600,190.822847191759,4832
335550,6631600,190.627831901959,4831
335600,6631600,190.437540098847,4830
335650,6631600,190.253131932279,4829
335700,6631600,190.075677615945,4829
335750,6631600,189.906138409308,4830
335800,6631600,189.745349199014,4831
335850,6631600,189.594002755034,4832
335900,6631600,189.452636548814,4834
335950,6631600,189.321621869916,4838
336000,6631600,189.201155693687,4842
336050,6631600,189.091255972462,4845
336100,6631600,188.991759827075,4852
336150,6631600,188.902324767691,4858
336200,6631600,188.822433082659,4861
336250,6631600,188.751400008124,4865
336300,6631600,188.688385182244,4869
336350,6631600,188.632406477174,4872
336400,6631600,188.582355498476,4876
336450,6631600,188.537015693334,4879
336500,6631600,188.495082974534,4881
336550,6631600,188.455187864759,4881
336600,6631600,188.415918848908,4879
336650,6631600,188.37584674645,4877
336700,6631600,188.333550173645,4878
336750,6631600,188.28764106637,4882
336800,6631600,188.236789745629,4879
336850,6631600,188.179749528216,4864
336900,6631600,188.115380406754,4850
336950,6631600,188.042671227072,4840
337000,6631600,187.960759906052,4830
337050,6631600,187.8689512297,4826
337100,6631600,187.766732164142,4820
337150,6631600,187.653784270408,4815
337200,6631600,187.529993105544,4807
337250,6631600,187.395454533426,4797
337300,6631600,187.250477309207,4793
337350,6631600,187.095582343391,4794
337400,6631600,186.931498340462,4798
337450,6631600,186.759153883866,4794
337500,6631600,186.579665855502,4785
337550,6631600,186.394323731676,4784
337600,6631600,186.204571616719,4781
337650,6631600,186.01198810132,4778
337700,6631600,185.818263650829,4773
337750,6631600,185.62517611909,4768
337800,6631600,185.434564016456,4762
337850,6631600,185.24829883974,4755
337900,6631600,185.068257700392,4749
337950,6631600,184.896295009868,4746
338000,6631600,184.73421377842,4743
338050,6631600,184.583737929196,4738
338100,6631600,184.446485990792,4735
338150,6631600,184.323946338455,4739
338200,6631600,184.21745407473,4750
338250,6631600,184.128170456596,4776
338300,6631600,184.057064977431,4816
338350,6631600,184.004900042545,4853
338400,6631600,183.972218490915,4859
338450,6631600,183.959333739896,4829
338500,6631600,183.966323533139,4795
338550,6631600,183.99302721982,4759
338600,6631600,184.039046796993,4728
338650,6631600,184.103751642515,4705
338700,6631600,184.186286651354,4699
338750,6631600,184.285583605297,4705
338800,6631600,184.400375413533,4728
338850,6631600,184.529212991947,4766
338900,6631600,184.670485231265,4824
338950,6631600,184.822440911906,4868
339000,6631600,184.983212905963,4904
330000,6631800,212.012965114885,4892
330050,6631800,211.999650140425,4890
330100,6631800,211.985727820363,4888
330150,6631800,211.969026542341,4887
330200,6631800,211.947370424466,4885
330250,6631800,211.918613175579,4884
330300,6631800,211.880671756479,4883
330350,6631800,211.831558468763,4882
330400,6631800,211.769411021747,4881
330450,6631800,211.692520674198,4879
330500,6631800,211.599357779668,4876
330550,6631800,211.488594136478,4873
330600,6631800,211.359122070647,4870
330650,6631800,211.210070188286,4868
330700,6631800,211.040815307148,4867
330750,6631800,210.850990440973,4866
330800,6631800,210.640487833666,4873
330850,6631800,210.409457486942,4877
330900,6631800,210.15830240177,4882
330950,6631800,209.887669848734,4887
331000,6631800,209.598438071023,4890
331050,6631800,209.291698957482,4892
331100,6631800,208.96873794757,4895
331150,6631800,208.631010749916,4896
331200,6631800,208.280117259475,4896
331250,6631800,207.917773778393,4894
331300,6631800,207.545783942644,4889
331350,6631800,207.166009071546,4882
331400,6631800,206.780337818607,4875
331450,6631800,206.390655603401,4862
331500,6631800,205.998814360014,4831
331550,6631800,205.606603738703,4730
331600,6631800,205.215724642863,4549
331650,6631800,204.827765402259,4485
331700,6631800,204.444180210465,4614
331750,6631800,204.066270344585,4801
331800,6631800,203.695168933096,4938
331850,6631800,203.331829390122,4991
331900,6631800,202.97701741273,5000
331950,6631800,202.631305942564,4985
332000,6631800,202.29507384696,4939
332050,6631800,201.968508807401,4885
332100,6631800,201.651614170132,4844
332150,6631800,201.344218843848,4815
332200,6631800,201.045990147852,4798
332250,6631800,200.756449708204,4798
332300,6631800,200.474991986924,4817
332350,6631800,200.200904758976,4838
332400,6631800,199.933390686836,4849
332450,6631800,199.671590176669,4853
332500,6631800,199.414604477273,4867
332550,6631800,199.161518593927,4899
332600,6631800,198.911423529112,4947
332650,6631800,198.663437820289,4999
332700,6631800,198.41672797189,5052
332750,6631800,198.170527080109,5101
332800,6631800,197.924151118535,5126
332850,6631800,197.677012878869,5114
332900,6631800,197.428633362008,5083
332950,6631800,197.178651241229,5061
333000,6631800,196.926830026823,5051
333050,6631800,196.673062882252,5049
333100,6631800,196.417374430174,5037
333150,6631800,196.159919651719,5017
333200,6631800,195.900979595137,4991
333250,6631800,195.640954305808,4965
333300,6631800,195.380353082733,4941
333350,6631800,195.119781933999,4923
333400,6631800,194.859930044547,4911
333450,6631800,194.601555539731,4902
333500,6631800,194.345469072032,4890
333550,6631800,194.092516211746,4879
333600,6631800,193.843559262644,4872
333650,6631800,193.599459070808,4866
333700,6631800,193.361056975461,4863
333750,6631800,193.12915729812,4874
333800,6631800,192.904510472874,4894
333850,6631800,192.687796426795,4895
333900,6631800,192.479610589204,4893
333950,6631800,192.28045176236,4910
334000,6631800,192.090711601678,4961
334050,6631800,191.91066722664,5012
334100,6631800,191.740477195681,5007
334150,6631800,191.580180159922,4977
334200,6631800,191.429696379971,4947
334250,6631800,191.28883182086,4924
334300,6631800,191.157284292178,4909
334350,6631800,191.034652330644,4899
334400,6631800,190.920447232682,4891
334450,6631800,190.814106140331,4885
334500,6631800,190.715006112028,4879
334550,6631800,190.622479750319,4874
334600,6631800,190.535831548893,4869
334650,6631800,190.454354300799,4866
334700,6631800,190.377345614067,4862
334750,6631800,190.30412428269,4858
334800,6631800,190.234045983396,4854
334850,6631800,190.16651809986,4852
334900,6631800,190.101012437046,4850
334950,6631800,190.037075412038,4849
335000,6631800,189.974336550379,4847
335050,6631800,189.912515207683,4846
335100,6631800,189.851424791429,4845
335150,6631800,189.790974138619,4843
335200,6631800,189.731166317731,4840
335250,6631800,189.672095721864,4836
335300,6631800,189.613942516923,4835
335350,6631800,189.55696495355,4834
335400,6631800,189.501489501008,4833
335450,6631800,189.447899048566,4832
335500,6631800,189.396619322308,4832
335550,6631800,189.348103834457,4832
335600,6631800,189.302817804445,4833
335650,6631800,189.261220926181,4834
335700,6631800,189.223750009371,4839
335750,6631800,189.190802513139,4845
335800,6631800,189.162721014856,4844
335850,6631800,189.139778539246,4840
335900,6631800,189.122164992762,4839
335950,6631800,189.109974879387,4841
336000,6631800,189.103196881716,4845
336050,6631800,189.101705619955,4850
336100,6631800,189.105255397892,4854
336150,6631800,189.113476121491,4859
336200,6631800,189.125872268676,4864
336250,6631800,189.141824454172,4870
336300,6631800,189.160593517166,4874
336350,6631800,189.181326640847,4879
336400,6631800,189.203066453208,4889
336450,6631800,189.224763813267,4910
336500,6631800,189.245293186058,4933
336550,6631800,189.263470018819,4937
336600,6631800,189.278069983962,4918
336650,6631800,189.287849842076,4897
336700,6631800,189.291569867732,4882
336750,6631800,189.288017018725,4870
336800,6631800,189.276028720159,4861
336850,6631800,189.254517210685,4851
336900,6631800,189.222493586685,4840
336950,6631800,189.179090190415,4830
337000,6631800,189.123581254883,4823
337050,6631800,189.055402121046,4818
337100,6631800,188.974166573657,4813
337150,6631800,188.879682317386,4807
337200,6631800,188.771963276845,4800
337250,6631800,188.651237879151,4795
337300,6631800,188.517954661679,4793
337350,6631800,188.372784950036,4794
337400,6631800,188.216621447323,4794
337450,6631800,188.050572717669,4792
337500,6631800,187.875954785658,4790
337550,6631800,187.694279474008,4787
337600,6631800,187.507239017781,4784
337650,6631800,187.316687138987,4780
337700,6631800,187.124616783524,4775
337750,6631800,186.933135747077,4769
337800,6631800,186.744440300828,4763
337850,6631800,186.560786625296,4758
337900,6631800,186.384460697412,4753
337950,6631800,186.217746829948,4751
338000,6631800,186.062895531054,4752
338050,6631800,185.922092008932,4760
338100,6631800,185.797424672714,4777
338150,6631800,185.690854078534,4795
338200,6631800,185.604183113546,4801
338250,6631800,185.539029922897,4811
338300,6631800,185.496803212692,4828
338350,6631800,185.478679904754,4833
338400,6631800,185.485585730848,4814
338450,6631800,185.518178971478,4788
338500,6631800,185.576838526556,4773
338550,6631800,185.661655981387,4774
338600,6631800,185.772431508569,4797
338650,6631800,185.908673378067,4850
338700,6631800,186.069601387186,4933
